Shipment_ID,Order_Date,Dispatch_Date,Delivery_Date,Origin_City,Destination_City,Origin_Region,Destination_Region,Distance_km,Carrier,Vehicle_Type,Package_Weight_kg,Package_Volume_m3,Priority_Level,Temperature_Sensitive,Fragile,Actual_Delivery_Time_Hours,Estimated_Delivery_Time_Hours,On_Time_Delivery,Delivery_Cost_NOK,Fuel_Cost_NOK,CO2_Emissions_kg,Route_Efficiency_Score,Weather_Condition,Traffic_Condition
SHP3524,25/03/2024,27/03/2024,27/03/2024,Fredrikstad,Bergen,Østlandet,Vestlandet,480,DHL Norway,Truck,2.76,0.023,Priority,0,0,5.3,5.3,1,6915,3025,120,100,Clear,Low
SHP3525,26/02/2024,27/02/2024,27/02/2024,Oslo,Bodø,Østlandet,Nord-Norge,211,Norsk Transport,Van,5.91,0.031,Standard,0,0,6.6,5.1,0,1691,456,25,70,Clear,High
SHP3526,14/02/2024,15/02/2024,15/02/2024,Oslo,Kristiansand,Østlandet,Sørlandet,408,Bring,Truck,1.31,0.012,Standard,0,0,8.8,5.5,0,4896,2570,102,42,Snow,High
SHP3527,04/01/2024,05/01/2024,05/01/2024,Bodø,Drammen,Nord-Norge,Østlandet,372,PostNord,Truck,0.38,0.003,Priority,0,0,5.2,5.2,1,5358,2344,93,100,Fog,Low
SHP3528,07/01/2024,08/01/2024,08/01/2024,Oslo,Kristiansand,Østlandet,Sørlandet,531,DSV,Truck,3.87,0.027,Standard,0,0,7.9,7.9,1,6371,3344,133,100,Clear,Medium
SHP3529,25/01/2024,27/01/2024,27/01/2024,Ålesund,Bodø,Vestlandet,Nord-Norge,303,DHL Norway,Truck,3.21,0.031,Express,0,0,3.6,3.1,0,5454,1908,76,85,Clear,High
SHP3530,29/02/2024,02/03/2024,02/03/2024,Drammen,Tromsø,Østlandet,Nord-Norge,556,PostNord,Truck,5.22,0.024,Standard,0,1,8.9,8.9,1,6673,3502,139,100,Clear,Medium
SHP3531,13/02/2024,14/02/2024,14/02/2024,Kristiansand,Fredrikstad,Sørlandet,Østlandet,327,Bring,Truck,32.7,0.2,Standard,0,1,4.7,4.7,1,3938,2059,82,100,Clear,Medium
SHP3532,04/01/2024,05/01/2024,05/01/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,Bring,Truck,7.39,0.069,Standard,0,0,7.7,6.8,0,5884,3087,122,87,Clear,High
SHP3533,10/03/2024,12/03/2024,12/03/2024,Oslo,Oslo,Østlandet,Østlandet,7,Bring,Van,8.06,0.022,Standard,0,0,2.6,2,0,62,16,1,71,Rain,High
SHP3534,02/01/2024,04/01/2024,04/01/2024,Drammen,Fredrikstad,Østlandet,Østlandet,329,DSV,Truck,28.4,0.059,Standard,0,0,7.8,5.5,0,3960,2071,82,58,Storm,Medium
SHP3535,01/02/2024,03/02/2024,03/02/2024,Kristiansand,Stavanger,Sørlandet,Vestlandet,490,Scandinavian Express,Train,25.4,0.117,Standard,1,0,6.2,5.6,0,2954,706,15,89,Rain,High
SHP3536,19/03/2024,20/03/2024,20/03/2024,Drammen,Fredrikstad,Østlandet,Østlandet,333,Posten,Truck,21.55,0.122,Express,0,1,4,4,1,6005,2096,83,100,Clear,Medium
SHP3537,27/03/2024,29/03/2024,29/03/2024,Oslo,Fredrikstad,Østlandet,Østlandet,540,Posten,Train,1.03,0.009,Express,0,0,6.1,4.7,0,4865,778,16,71,Snow,Low
SHP3538,06/01/2024,08/01/2024,08/01/2024,Fredrikstad,Trondheim,Østlandet,Trøndelag,423,Posten,Truck,10.06,0.033,Standard,0,0,7.3,5.5,0,5077,2663,106,67,Snow,Medium
SHP3539,31/01/2024,01/02/2024,01/02/2024,Fredrikstad,Bergen,Østlandet,Vestlandet,404,DHL Norway,Truck,16.51,0.114,Standard,1,0,6.7,6.7,1,4862,2548,101,100,Clear,Low
SHP3540,15/03/2024,16/03/2024,16/03/2024,Trondheim,Bodø,Trøndelag,Nord-Norge,400,Bring,Truck,18.05,0.093,Standard,0,0,6,6,1,4810,2521,100,100,Fog,Low
SHP3541,24/02/2024,25/02/2024,25/02/2024,Fredrikstad,Bergen,Østlandet,Vestlandet,369,Posten,Truck,8.63,0.01,Express,0,1,4.9,4.2,0,6640,2322,92,82,Clear,High
SHP3542,27/01/2024,29/01/2024,29/01/2024,Kristiansand,Stavanger,Sørlandet,Vestlandet,497,Bring,Truck,0.18,0.001,Standard,1,1,8.8,7.9,0,5966,3132,124,88,Clear,Severe
SHP3543,11/01/2024,12/01/2024,12/01/2024,Trondheim,Ålesund,Trøndelag,Vestlandet,333,DB Schenker,Truck,36.39,0.243,Standard,0,0,5.3,4.4,0,4020,2101,83,79,Clear,High
SHP3544,01/02/2024,03/02/2024,03/02/2024,Oslo,Oslo,Østlandet,Østlandet,6,DSV,Van,6.39,0.053,Standard,0,0,2,2,1,52,13,1,100,Clear,Low
SHP3545,30/01/2024,01/02/2024,01/02/2024,Stavanger,Kristiansand,Vestlandet,Sørlandet,581,PostNord,Train,5,0.045,Priority,0,0,6,6,1,4183,836,17,100,Clear,Low
SHP3546,24/02/2024,26/02/2024,26/02/2024,Oslo,Oslo,Østlandet,Østlandet,41,Bring,Van,5.02,0.027,Standard,0,0,2.6,2,0,334,89,5,72,Fog,Severe
SHP3547,03/03/2024,05/03/2024,05/03/2024,Bergen,Bodø,Vestlandet,Nord-Norge,330,DSV,Truck,5.52,0.039,Standard,0,0,7.1,5.6,0,3968,2082,83,73,Rain,High
SHP3548,04/01/2024,06/01/2024,06/01/2024,Bergen,Oslo,Vestlandet,Østlandet,572,Posten,Truck,2.77,0.016,Standard,0,0,9.4,8,0,6860,3601,143,82,Rain,Severe
SHP3549,11/01/2024,12/01/2024,12/01/2024,Oslo,Drammen,Østlandet,Østlandet,584,Posten,Truck,3.97,0.013,Express,0,1,6.7,6.7,1,10509,3677,146,100,Clear,Low
SHP3550,19/03/2024,20/03/2024,20/03/2024,Bergen,Kristiansand,Vestlandet,Sørlandet,209,DSV,Truck,42.24,0.36,Express,1,0,3,2.5,0,3792,1316,52,78,Clear,High
SHP3551,09/03/2024,10/03/2024,10/03/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Bring,Truck,4.59,0.044,Express,0,0,7.7,6.1,0,9723,3402,135,74,Clear,High
SHP3552,25/03/2024,27/03/2024,27/03/2024,Fredrikstad,Bodø,Østlandet,Nord-Norge,395,DB Schenker,Truck,7.48,0.043,Express,0,0,4.2,4.2,1,7123,2491,99,100,Clear,Low
SHP3553,06/03/2024,07/03/2024,07/03/2024,Bodø,Tromsø,Nord-Norge,Nord-Norge,495,Posten,Truck,18.86,0.126,Standard,0,0,6.6,6.6,1,5955,3121,124,100,Rain,Low
SHP3554,02/01/2024,03/01/2024,03/01/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Posten,Train,7.5,0.011,Standard,0,1,8.1,6.9,0,3244,778,16,81,Clear,High
SHP3555,25/01/2024,27/01/2024,27/01/2024,Bodø,Drammen,Nord-Norge,Østlandet,465,FedEx Norway,Truck,3.92,0.01,Express,0,0,5.2,5.2,1,8374,2930,116,100,Clear,Low
SHP3556,11/03/2024,13/03/2024,13/03/2024,Stavanger,Kristiansand,Vestlandet,Sørlandet,402,DSV,Truck,7.42,0.026,Standard,0,1,9.5,6.5,0,4827,2532,100,55,Snow,Low
SHP3557,04/03/2024,05/03/2024,05/03/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,PostNord,Truck,1.21,0.01,Standard,0,0,7.6,7.6,1,5881,3087,122,100,Clear,Low
SHP3558,22/02/2024,23/02/2024,23/02/2024,Oslo,Drammen,Østlandet,Østlandet,219,DHL Norway,Truck,1.39,0.008,Express,0,1,2.3,2.3,1,3941,1379,55,100,Clear,Low
SHP3559,10/03/2024,12/03/2024,12/03/2024,Stavanger,Stavanger,Vestlandet,Vestlandet,39,DSV,Van,11.85,0.112,Express,1,0,2.6,2,0,482,85,5,71,Storm,Low
SHP3560,21/02/2024,22/02/2024,22/02/2024,Fredrikstad,Bodø,Østlandet,Nord-Norge,478,PostNord,Truck,24.94,0.12,Priority,0,0,8.2,6.3,0,6898,3012,120,71,Storm,Low
SHP3561,14/03/2024,16/03/2024,16/03/2024,Drammen,Ålesund,Østlandet,Vestlandet,585,DSV,Truck,12.93,0.082,Priority,0,0,7.7,7.7,1,8436,3687,146,100,Clear,Low
SHP3562,18/03/2024,19/03/2024,19/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,318,Posten,Truck,0.78,0.005,Standard,0,0,5.8,5.2,0,3816,2003,79,88,Clear,High
SHP3563,09/03/2024,11/03/2024,11/03/2024,Oslo,Kristiansand,Østlandet,Sørlandet,267,Bring,Van,5.16,0.043,Priority,1,0,5.4,5.4,1,2566,577,32,100,Clear,Low
SHP3564,05/02/2024,06/02/2024,06/02/2024,Bergen,Ålesund,Vestlandet,Vestlandet,588,DSV,Train,0.1,0.001,Standard,0,0,8.1,8.1,1,3526,846,18,100,Clear,Low
SHP3565,06/02/2024,07/02/2024,07/02/2024,Oslo,Bergen,Østlandet,Vestlandet,360,Bring,Truck,7.16,0.033,Express,1,0,4.2,4.2,1,6483,2267,90,100,Clear,Low
SHP3566,27/01/2024,28/01/2024,28/01/2024,Oslo,Kristiansand,Østlandet,Sørlandet,398,Bring,Truck,2.15,0.015,Standard,0,1,5.7,5.7,1,4775,2506,99,100,Clear,Medium
SHP3567,19/02/2024,21/02/2024,21/02/2024,Oslo,Kristiansand,Østlandet,Sørlandet,301,Bring,Train,20.26,0.025,Standard,1,0,4.5,4.5,1,1816,433,9,100,Rain,Low
SHP3568,30/03/2024,31/03/2024,31/03/2024,Fredrikstad,Drammen,Østlandet,Østlandet,202,Posten,Van,1.1,0.003,Priority,0,1,3.9,3.9,1,1940,436,24,100,Clear,Low
SHP3569,09/03/2024,10/03/2024,10/03/2024,Tromsø,Bodø,Nord-Norge,Nord-Norge,400,Posten,Truck,0.1,0,Standard,0,0,6.7,6.7,1,4804,2522,100,100,Fog,Low
SHP3570,11/01/2024,13/01/2024,13/01/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,Posten,Truck,6,0.03,Standard,0,0,3.7,3.3,0,2523,1323,52,88,Clear,High
SHP3571,03/03/2024,04/03/2024,04/03/2024,Tromsø,Trondheim,Nord-Norge,Trøndelag,302,Posten,Truck,1.69,0.008,Standard,0,0,4.8,4.8,1,3629,1905,76,100,Rain,Medium
SHP3572,18/01/2024,20/01/2024,20/01/2024,Bergen,Oslo,Vestlandet,Østlandet,215,Bring,Van,13.39,0.088,Standard,1,1,3.9,3.9,1,1725,464,26,100,Rain,Low
SHP3573,20/02/2024,22/02/2024,22/02/2024,Stavanger,Fredrikstad,Vestlandet,Østlandet,237,DSV,Truck,25.25,0.1,Standard,0,0,5.1,3.1,0,2859,1494,59,38,Storm,High
SHP3574,16/03/2024,17/03/2024,17/03/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,Posten,Truck,0.43,0.001,Standard,0,0,9.2,7.6,0,5880,3087,122,80,Storm,Low
SHP3575,10/02/2024,11/02/2024,11/02/2024,Trondheim,Oslo,Trøndelag,Østlandet,490,FedEx Norway,Train,5.03,0.031,Standard,0,0,6.4,6.4,1,2943,706,15,100,Rain,Low
SHP3576,27/02/2024,28/02/2024,28/02/2024,Ålesund,Bergen,Vestlandet,Vestlandet,583,DHL Norway,Truck,57.49,0.4,Standard,0,0,9.7,9.7,1,7027,3674,146,100,Rain,Medium
SHP3577,19/03/2024,21/03/2024,21/03/2024,Trondheim,Stavanger,Trøndelag,Vestlandet,211,DSV,Van,13.19,0.042,Express,0,1,3.4,3.4,1,2545,456,25,100,Rain,Medium
SHP3578,28/03/2024,30/03/2024,30/03/2024,Bergen,Bodø,Vestlandet,Nord-Norge,327,PostNord,Truck,30.62,0.058,Standard,0,0,5,5,1,3938,2059,82,100,Clear,Medium
SHP3579,06/02/2024,07/02/2024,07/02/2024,Trondheim,Tromsø,Trøndelag,Nord-Norge,509,Bring,Truck,1.79,0.012,Standard,1,0,8.1,8.1,1,6106,3205,127,100,Clear,Low
SHP3580,13/01/2024,14/01/2024,14/01/2024,Oslo,Kristiansand,Østlandet,Sørlandet,428,Posten,Truck,2.5,0.015,Priority,1,0,5.6,5.6,1,6162,2695,107,100,Clear,Medium
SHP3581,26/02/2024,27/02/2024,27/02/2024,Tromsø,Trondheim,Nord-Norge,Trøndelag,537,FedEx Norway,Truck,1.68,0.006,Standard,0,0,8.3,8.3,1,6446,3384,134,100,Rain,Low
SHP3582,04/01/2024,05/01/2024,05/01/2024,Stavanger,Oslo,Vestlandet,Østlandet,540,Posten,Truck,3.6,0.026,Standard,0,0,8.3,8.3,1,6482,3402,135,100,Clear,Low
SHP3583,05/03/2024,07/03/2024,07/03/2024,Bergen,Tromsø,Vestlandet,Nord-Norge,409,Norsk Transport,Truck,12.89,0.118,Express,0,0,3.9,3.9,1,7375,2578,102,100,Clear,Medium
SHP3584,01/03/2024,03/03/2024,03/03/2024,Trondheim,Trondheim,Trøndelag,Trøndelag,27,DSV,Van,1.8,0.005,Express,0,0,2.4,2,0,321,58,3,80,Clear,High
SHP3585,03/03/2024,04/03/2024,04/03/2024,Trondheim,Stavanger,Trøndelag,Vestlandet,449,Bring,Truck,7.43,0.043,Express,0,0,5.1,5.1,1,8084,2828,112,100,Clear,Low
SHP3586,17/02/2024,18/02/2024,18/02/2024,Oslo,Bodø,Østlandet,Nord-Norge,213,DSV,Truck,3.14,0.015,Priority,0,0,3.9,2.7,0,3071,1343,53,57,Snow,Medium
SHP3587,12/02/2024,14/02/2024,14/02/2024,Drammen,Ålesund,Østlandet,Vestlandet,365,DSV,Truck,17.67,0.04,Standard,0,0,6,6,1,4394,2302,91,100,Clear,Medium
SHP3588,02/02/2024,04/02/2024,04/02/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,Posten,Truck,0.1,0,Priority,0,1,6.9,5.4,0,7056,3087,122,73,Rain,High
SHP3589,10/03/2024,11/03/2024,11/03/2024,Drammen,Trondheim,Østlandet,Trøndelag,569,Bring,Truck,2.52,0.023,Priority,0,0,6.7,6.7,1,8189,3582,142,100,Rain,Low
SHP3590,01/02/2024,02/02/2024,02/02/2024,Kristiansand,Bodø,Sørlandet,Nord-Norge,327,PostNord,Truck,9.29,0.05,Express,0,0,3.1,3.1,1,5891,2059,82,100,Clear,Medium
SHP3591,15/03/2024,17/03/2024,17/03/2024,Fredrikstad,Bergen,Østlandet,Vestlandet,524,DSV,Truck,1.02,0.004,Standard,0,0,7,7,1,6292,3303,131,100,Rain,Medium
SHP3592,01/02/2024,03/02/2024,03/02/2024,Stavanger,Drammen,Vestlandet,Østlandet,269,Posten,Truck,6.28,0.03,Express,0,0,3,3,1,4843,1694,67,100,Clear,Low
SHP3593,16/02/2024,17/02/2024,17/02/2024,Stavanger,Trondheim,Vestlandet,Trøndelag,557,Bring,Truck,5.73,0.01,Standard,0,0,8.5,8.5,1,6686,3509,139,100,Clear,Low
SHP3594,03/03/2024,04/03/2024,04/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,240,FedEx Norway,Truck,19.14,0.115,Express,0,0,2.4,2.4,1,4334,1512,60,100,Clear,Low
SHP3595,25/01/2024,27/01/2024,27/01/2024,Fredrikstad,Drammen,Østlandet,Østlandet,523,DSV,Truck,9.82,0.044,Standard,0,1,9.7,7.8,0,6281,3295,131,75,Fog,High
SHP3596,17/02/2024,18/02/2024,18/02/2024,Oslo,Bodø,Østlandet,Nord-Norge,263,DSV,Truck,10.21,0.03,Express,0,0,3.2,3.2,1,4749,1659,66,100,Fog,Medium
SHP3597,07/01/2024,08/01/2024,08/01/2024,Stavanger,Bodø,Vestlandet,Nord-Norge,226,Scandinavian Express,Van,30.33,0.272,Standard,0,0,5.2,5.2,1,1823,488,27,100,Fog,Low
SHP3598,22/01/2024,24/01/2024,24/01/2024,Oslo,Bergen,Østlandet,Vestlandet,333,Bring,Train,40.38,0.29,Standard,0,0,5.5,4.4,0,2020,480,10,75,Snow,Low
SHP3599,21/02/2024,23/02/2024,23/02/2024,Oslo,Bodø,Østlandet,Nord-Norge,246,DSV,Truck,10.6,0.092,Express,0,0,2.9,2.9,1,4442,1552,62,100,Clear,Medium
SHP3600,31/01/2024,01/02/2024,01/02/2024,Trondheim,Stavanger,Trøndelag,Vestlandet,556,DHL Norway,Truck,7.38,0.067,Standard,0,0,8.9,8.9,1,6676,3503,139,100,Clear,Medium
SHP3601,25/01/2024,27/01/2024,27/01/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,PostNord,Truck,9.36,0.022,Standard,0,0,8.4,6.3,0,5885,3087,122,67,Snow,Low
SHP3602,14/02/2024,15/02/2024,15/02/2024,Drammen,Oslo,Østlandet,Østlandet,209,Bring,Truck,4.82,0.023,Standard,0,0,3.4,3.4,1,2506,1314,52,100,Rain,Low
SHP3603,28/03/2024,30/03/2024,30/03/2024,Bergen,Oslo,Vestlandet,Østlandet,507,Posten,Truck,43.79,0.084,Express,0,0,7.2,5.8,0,9167,3197,127,77,Clear,High
SHP3604,03/03/2024,05/03/2024,05/03/2024,Oslo,Oslo,Østlandet,Østlandet,36,PostNord,Van,12.21,0.037,Standard,0,1,2,2,1,291,77,4,100,Rain,Low
SHP3605,12/02/2024,14/02/2024,14/02/2024,Stavanger,Bodø,Vestlandet,Nord-Norge,266,Bring,Truck,3.44,0.019,Standard,0,0,3.8,3.8,1,3193,1676,66,100,Clear,Low
SHP3606,21/02/2024,23/02/2024,25/02/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Norsk Transport,Container Ship,0.6,0.003,Standard,0,0,59.5,48.3,0,6960,7830,313,77,Clear,Medium
SHP3607,07/02/2024,09/02/2024,09/02/2024,Oslo,Drammen,Østlandet,Østlandet,404,Posten,Train,0.46,0.004,Express,0,0,3.6,3.6,1,3640,582,12,100,Clear,Medium
SHP3608,22/03/2024,24/03/2024,24/03/2024,Drammen,Drammen,Østlandet,Østlandet,36,Bring,Van,2.29,0.008,Standard,0,0,2,2,1,293,79,4,100,Clear,Medium
SHP3609,28/03/2024,30/03/2024,30/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,596,Posten,Truck,2.65,0.007,Standard,0,0,8.6,8.6,1,7154,3755,149,100,Rain,Low
SHP3610,06/01/2024,07/01/2024,07/01/2024,Kristiansand,Stavanger,Sørlandet,Vestlandet,535,PostNord,Truck,5.36,0.047,Standard,0,1,9.2,8,0,6423,3370,134,84,Fog,Severe
SHP3611,01/02/2024,03/02/2024,03/02/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,FedEx Norway,Truck,2.42,0.012,Standard,0,0,8.7,8.7,1,6481,3402,135,100,Clear,Low
SHP3612,24/01/2024,26/01/2024,26/01/2024,Oslo,Kristiansand,Østlandet,Sørlandet,343,DB Schenker,Train,9.97,0.097,Priority,0,0,3.9,3.9,1,2479,495,10,100,Rain,Low
SHP3613,23/01/2024,25/01/2024,25/01/2024,Drammen,Bodø,Østlandet,Nord-Norge,365,Norsk Transport,Truck,2.37,0.003,Express,0,1,3.9,3.9,1,6570,2299,91,100,Rain,Medium
SHP3614,07/02/2024,08/02/2024,08/02/2024,Bergen,Fredrikstad,Vestlandet,Østlandet,452,Posten,Truck,2.08,0.005,Standard,0,0,6.5,6.5,1,5424,2847,113,100,Rain,Low
SHP3615,21/03/2024,23/03/2024,23/03/2024,Oslo,Bergen,Østlandet,Vestlandet,407,Posten,Truck,6.37,0.008,Standard,0,0,5.5,5.5,1,4881,2561,102,100,Clear,Medium
SHP3616,16/02/2024,18/02/2024,18/02/2024,Bergen,Oslo,Vestlandet,Østlandet,433,DHL Norway,Train,21.95,0.066,Standard,0,0,5.5,5.5,1,2608,623,13,100,Fog,Low
SHP3617,12/02/2024,13/02/2024,13/02/2024,Oslo,Bergen,Østlandet,Vestlandet,236,FedEx Norway,Truck,6.32,0.034,Express,0,0,2.5,2.5,1,4247,1485,59,100,Clear,Low
SHP3618,09/03/2024,10/03/2024,10/03/2024,Kristiansand,Oslo,Sørlandet,Østlandet,238,DHL Norway,Truck,5.34,0.037,Standard,0,0,3.9,3.9,1,2853,1496,59,100,Clear,Low
SHP3619,30/03/2024,01/04/2024,01/04/2024,Bergen,Ålesund,Vestlandet,Vestlandet,345,DHL Norway,Truck,8.63,0.028,Express,0,1,3.2,3.2,1,6210,2171,86,100,Rain,Medium
SHP3620,06/02/2024,07/02/2024,07/02/2024,Fredrikstad,Ålesund,Østlandet,Vestlandet,223,Bring,Truck,2.97,0.029,Standard,0,0,4.3,3.8,0,2683,1408,56,85,Clear,High
SHP3621,09/02/2024,10/02/2024,10/02/2024,Tromsø,Bodø,Nord-Norge,Nord-Norge,296,Posten,Truck,4.36,0.03,Standard,0,0,4.7,4.7,1,3557,1866,74,100,Clear,Low
SHP3622,22/03/2024,23/03/2024,23/03/2024,Bergen,Ålesund,Vestlandet,Vestlandet,528,Norsk Transport,Truck,2.41,0.011,Standard,0,0,10.1,8.2,0,6337,3326,132,77,Clear,Severe
SHP3623,06/03/2024,07/03/2024,07/03/2024,Tromsø,Tromsø,Nord-Norge,Nord-Norge,8,Bring,Van,8.48,0.06,Express,1,0,2.4,2,0,103,17,1,79,Clear,High
SHP3624,11/01/2024,13/01/2024,13/01/2024,Bergen,Kristiansand,Vestlandet,Sørlandet,446,Bring,Truck,11.95,0.109,Priority,0,0,5.6,5.6,1,6423,2807,111,100,Clear,Low
SHP3625,22/01/2024,23/01/2024,23/01/2024,Bodø,Stavanger,Nord-Norge,Vestlandet,414,DB Schenker,Truck,11.2,0.026,Standard,0,0,8.5,7.1,0,4973,2608,103,79,Clear,High
SHP3626,31/01/2024,02/02/2024,04/02/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Bring,Container Ship,2.94,0.028,Standard,0,0,61.6,44.5,0,6961,7830,313,62,Rain,Medium
SHP3627,29/03/2024,30/03/2024,30/03/2024,Drammen,Bergen,Østlandet,Vestlandet,271,DHL Norway,Truck,15.13,0.026,Standard,0,1,5.4,4.2,0,3261,1708,68,71,Clear,High
SHP3628,28/03/2024,30/03/2024,30/03/2024,Stavanger,Bergen,Vestlandet,Vestlandet,210,Posten,Van,2.96,0.008,Express,0,0,3.7,3.2,0,2522,454,25,83,Clear,High
SHP3629,05/01/2024,07/01/2024,07/01/2024,Bergen,Ålesund,Vestlandet,Vestlandet,485,DHL Norway,Truck,1.63,0.01,Standard,0,0,10.8,7.3,0,5818,3054,121,52,Snow,High
SHP3630,26/01/2024,27/01/2024,27/01/2024,Trondheim,Stavanger,Trøndelag,Vestlandet,570,DB Schenker,Truck,4.3,0.021,Standard,0,0,7.4,7.4,1,6837,3589,142,100,Clear,Low
SHP3631,24/03/2024,26/03/2024,26/03/2024,Drammen,Kristiansand,Østlandet,Sørlandet,399,DSV,Truck,9.11,0.04,Standard,0,0,5.4,5.4,1,4795,2515,100,100,Rain,Medium
SHP3632,19/02/2024,21/02/2024,21/02/2024,Oslo,Oslo,Østlandet,Østlandet,13,DSV,Van,1.53,0.009,Express,0,0,2,2,1,156,28,2,100,Clear,Low
SHP3633,20/03/2024,22/03/2024,24/03/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Bring,Container Ship,10.44,0.049,Standard,0,0,50,50,1,6965,7830,313,100,Clear,Low
SHP3634,15/01/2024,16/01/2024,16/01/2024,Drammen,Kristiansand,Østlandet,Sørlandet,531,DSV,Truck,19.88,0.168,Standard,0,0,7.9,7.9,1,6380,3344,133,100,Rain,Low
SHP3635,26/01/2024,28/01/2024,28/01/2024,Trondheim,Trondheim,Trøndelag,Trøndelag,22,DSV,Van,3.47,0.027,Standard,0,0,2,2,1,174,47,3,100,Clear,Low
SHP3636,11/02/2024,12/02/2024,12/02/2024,Bodø,Drammen,Nord-Norge,Østlandet,544,DSV,Truck,5.98,0.013,Express,0,0,8.1,6.3,0,9788,3424,136,73,Rain,High
SHP3637,30/01/2024,01/02/2024,01/02/2024,Fredrikstad,Ålesund,Østlandet,Vestlandet,422,Bring,Truck,2.59,0.019,Standard,0,1,7.4,5.8,0,5063,2657,105,72,Clear,High
SHP3638,11/03/2024,12/03/2024,12/03/2024,Bodø,Oslo,Nord-Norge,Østlandet,235,Posten,Truck,4.48,0.008,Standard,0,0,3.6,3.1,0,2818,1478,59,81,Clear,Severe
SHP3639,25/01/2024,26/01/2024,26/01/2024,Drammen,Trondheim,Østlandet,Trøndelag,545,Posten,Truck,0.22,0,Standard,1,0,7.9,7.9,1,6537,3432,136,100,Rain,Low
SHP3640,24/01/2024,26/01/2024,26/01/2024,Oslo,Oslo,Østlandet,Østlandet,24,DB Schenker,Van,30.74,0.229,Standard,0,0,2,2,1,210,52,3,100,Clear,Medium
SHP3641,26/03/2024,28/03/2024,28/03/2024,Oslo,Oslo,Østlandet,Østlandet,50,Posten,Van,5.38,0.047,Standard,0,0,2,2,1,402,108,6,100,Rain,Medium
SHP3642,04/03/2024,06/03/2024,06/03/2024,Fredrikstad,Ålesund,Østlandet,Vestlandet,331,FedEx Norway,Truck,15.55,0.126,Priority,0,0,4.5,4.5,1,4774,2084,83,100,Clear,Low
SHP3643,29/03/2024,31/03/2024,31/03/2024,Trondheim,Oslo,Trøndelag,Østlandet,490,DB Schenker,Truck,1.54,0.002,Standard,0,0,8.2,8.2,1,5881,3087,122,100,Clear,Low
SHP3644,08/02/2024,09/02/2024,09/02/2024,Oslo,Kristiansand,Østlandet,Sørlandet,284,PostNord,Van,16.73,0.045,Standard,0,0,5.8,5.8,1,2282,614,34,100,Rain,Low
SHP3645,22/03/2024,23/03/2024,23/03/2024,Bergen,Kristiansand,Vestlandet,Sørlandet,495,DHL Norway,Truck,19.67,0.187,Standard,0,0,12.7,7.9,0,5949,3118,124,38,Snow,Severe
SHP3646,25/02/2024,26/02/2024,26/02/2024,Bodø,Trondheim,Nord-Norge,Trøndelag,200,Posten,Van,12.57,0.104,Standard,0,0,4.8,3.9,0,1607,432,24,78,Clear,Severe
SHP3647,04/02/2024,06/02/2024,06/02/2024,Stavanger,Bergen,Vestlandet,Vestlandet,210,DHL Norway,Truck,23.35,0.134,Standard,0,1,6.4,3.6,0,2532,1323,52,21,Snow,High
SHP3648,03/01/2024,04/01/2024,04/01/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,DSV,Truck,1.83,0.007,Priority,0,0,2.8,2.8,1,3025,1323,52,100,Clear,Low
SHP3649,10/01/2024,12/01/2024,12/01/2024,Stavanger,Tromsø,Vestlandet,Nord-Norge,325,FedEx Norway,Truck,6.47,0.043,Standard,0,0,6.3,4.5,0,3898,2045,81,59,Snow,Low
SHP3650,01/02/2024,02/02/2024,04/02/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,FedEx Norway,Container Ship,9.68,0.021,Priority,1,0,52.3,33.9,0,8358,7830,313,46,Clear,High
SHP3651,28/03/2024,29/03/2024,29/03/2024,Bergen,Fredrikstad,Vestlandet,Østlandet,241,Posten,Truck,9.07,0.083,Standard,0,0,3.7,3.7,1,2893,1516,60,100,Clear,Low
SHP3652,26/01/2024,28/01/2024,28/01/2024,Bergen,Ålesund,Vestlandet,Vestlandet,294,Bring,Van,19.74,0.12,Standard,0,0,5.6,5.6,1,2361,635,35,100,Clear,Medium
SHP3653,11/02/2024,13/02/2024,13/02/2024,Oslo,Bodø,Østlandet,Nord-Norge,330,DSV,Truck,2.43,0.024,Standard,0,0,5.4,4.5,0,3956,2076,82,79,Snow,Low
SHP3654,08/02/2024,09/02/2024,09/02/2024,Fredrikstad,Bodø,Østlandet,Nord-Norge,203,DB Schenker,Truck,1.93,0.007,Standard,0,0,3.6,3,0,2440,1281,51,82,Clear,Severe
